Date,High,Low,Open,Close,Volume,Adj Close
07/11/2019,298.1900024,288.269989,290.7000122,289.5700073,5928500,289.5700073
08/11/2019,293.9899902,287.5100098,288.730011,291.5700073,4509000,291.5700073
11/11/2019,296.3599854,288.5,289.1600037,294.1799927,3944300,294.1799927
12/11/2019,295.3500061,288.7000122,295.3200073,292.0100098,5772800,292.0100098
13/11/2019,293.4100037,281.1400146,291.0299988,283.1099854,9158900,283.1099854
14/11/2019,290.6300049,283.2200012,283.25,289.6199951,6529000,289.6199951
15/11/2019,295.8200073,287.5700073,290.5899963,295.0299988,6333800,295.0299988
18/11/2019,304.9899902,293.2799988,296,302.5700073,8616600,302.5700073
19/11/2019,305.6700134,298.519989,304.0100098,302.6000061,5918000,302.6000061
20/11/2019,308.25,301,301.0100098,305.1600037,5111800,305.1600037
21/11/2019,312.6900024,304.2600098,306,311.6900024,7488400,311.6900024
22/11/2019,311.3999939,304.4100037,309.1000061,310.480011,5970100,310.480011
25/11/2019,315.730011,305.25,308.8299866,315.5499878,7873900,315.5499878
26/11/2019,316.5,311.6900024,315,312.4899902,5321000,312.4899902
27/11/2019,316.8200073,312.75,313.9299927,315.9299927,4096900,315.9299927
29/11/2019,316.6199951,313.3399963,315.7799988,314.6600037,2411700,314.6600037
02/12/2019,314.3900146,303.75,314.3900146,309.9899902,6218800,309.9899902
03/12/2019,307.3599854,301.8800049,302.2200012,306.1600037,4992800,306.1600037
04/12/2019,308.4299927,303.269989,308.4299927,304.3200073,3512100,304.3200073
05/12/2019,306.480011,298.8099976,305.269989,302.8599854,4615500,302.8599854
06/12/2019,307.8500061,302.6000061,304.7000122,307.3500061,4457800,307.3500061
09/12/2019,311.4899902,302.4400024,307.3500061,302.5,5748400,302.5
10/12/2019,298.9400024,292.019989,296.1199951,293.1199951,10476100,293.1199951
11/12/2019,299.4299927,294.2000122,294.4899902,298.9299927,5589800,298.9299927
12/12/2019,299.1700134,295.0599976,295.6700134,298.4400024,4766600,298.4400024
13/12/2019,301.7999878,297.25,298.5,298.5,3879700,298.5
16/12/2019,305.7099915,298.6300049,300.8500061,304.2099915,4658900,304.2099915
17/12/2019,316.7999878,306.6000061,307.3599854,315.480011,10427100,315.480011
18/12/2019,325.3599854,315.6000061,316.2600098,320.7999878,11207400,320.7999878
19/12/2019,332.8299866,324.1799927,324.5,332.2200012,9822300,332.2200012
20/12/2019,338,330.6000061,335,336.8999939,9914900,336.8999939
23/12/2019,337.9500122,331.019989,337.7600098,333.1000061,5765300,333.1000061
24/12/2019,335.7000122,331.6000061,334.0100098,333.2000122,2019300,333.2000122
26/12/2019,336.4599915,332.0100098,334.6000061,332.6300049,3589900,332.6300049
27/12/2019,333.8200073,326.0100098,332.9599915,329.0899963,5036100,329.0899963
30/12/2019,329.1900024,322.8599854,329.0799866,323.3099976,4311500,323.3099976
31/12/2019,324.9200134,321.0899963,322,323.5700073,3713300,323.5700073
02/01/2020,329.980011,324.7799988,326.1000061,329.8099976,4485800,329.8099976
03/01/2020,329.8599854,325.5299988,326.7799988,325.8999939,3806900,325.8999939
06/01/2020,336.3599854,321.2000122,323.1199951,335.8299866,5663100,335.8299866
07/01/2020,336.7000122,330.2999878,336.4700012,330.75,4703200,330.75
08/01/2020,342.7000122,331.0499878,331.4899902,339.2600098,7104500,339.2600098
09/01/2020,343.4200134,334.6099854,342,335.6600037,4709300,335.6600037
10/01/2020,338.5,327.269989,337.1300049,329.0499878,4718300,329.0499878
13/01/2020,340.8500061,331.5100098,331.7999878,338.9200134,6290000,338.9200134
14/01/2020,345.3800049,335.519989,344.3999939,338.6900024,7199400,338.6900024
15/01/2020,343.1700134,336.6000061,338.6799927,339.0700073,5158000,339.0700073
16/01/2020,343.5599976,335.8500061,343.5,338.6199951,5016000,338.6199951
17/01/2020,341.5700073,337.3800049,341,339.6700134,6066500,339.6700134
21/01/2020,341,332.5899963,340,338.1099854,14350300,338.1099854
22/01/2020,336.2999878,323.6000061,332.5499878,326,21730000,326
23/01/2020,349.8800049,325.0100098,326.0400085,349.6000061,18200300,349.6000061
24/01/2020,359.8500061,345.8800049,348.4599915,353.1600037,17939700,353.1600037
27/01/2020,351.8999939,341.019989,345.9500122,342.8800049,7709500,342.8800049
28/01/2020,352.3999939,342.7799988,345.8800049,348.519989,6821600,348.519989
29/01/2020,349.3999939,338.5499878,349,343.1600037,7643500,343.1600037
30/01/2020,348.2000122,339.25,341.1000061,347.7399902,5328100,347.7399902
31/01/2020,347.3900146,340.980011,347.3900146,345.0899963,5230000,345.0899963
03/02/2020,359.6300049,346.2799988,347.2399902,358,6670600,358
04/02/2020,369.5700073,356.1000061,361,369.0100098,7161500,369.0100098
05/02/2020,375.25,362.2999878,375.1300049,369.6700134,6437000,369.6700134
06/02/2020,371.5499878,362.5100098,369.6000061,366.9500122,3920400,366.9500122
07/02/2020,371.7999878,363.5700073,365.0400085,366.769989,4385200,366.769989
10/02/2020,374.7999878,362.519989,365,371.0700073,5294100,371.0700073
11/02/2020,378.1099854,369.7200012,373.75,373.6900024,4772900,373.6900024
12/02/2020,380.6199951,375.8800049,377.1799927,380.0100098,4624800,380.0100098
13/02/2020,385.3699951,376.5100098,376.9599915,381.3999939,4485400,381.3999939
14/02/2020,385.1499939,379.4299927,381.4700012,380.3999939,3736300,380.3999939
18/02/2020,389.5400085,379.1900024,379.2999878,387.7799988,5173900,387.7799988
19/02/2020,392.9500122,384.8999939,388.1199951,386.1900024,4896400,386.1900024
20/02/2020,389.7000122,376.6799927,386.5599976,386,4079400,386
21/02/2020,387.3200073,377.8999939,385.3299866,380.0700073,3930100,380.0700073
24/02/2020,372.8200073,361,364.7600098,368.7000122,6936400,368.7000122
25/02/2020,375.6499939,357.7200012,372,360.0899963,6481200,360.0899963
26/02/2020,382,365,366.3099976,379.2399902,8934100,379.2399902
27/02/2020,391.5599976,370.6000061,371.4599915,371.7099915,10967700,371.7099915
28/02/2020,376.769989,356.7999878,364.2099915,369.0299988,11168600,369.0299988
02/03/2020,381.3599854,364.5,373.1099854,381.0499878,6997900,381.0499878
03/03/2020,393.519989,367.3999939,381.0299988,368.769989,8364600,368.769989
04/03/2020,384.0100098,370.5100098,377.769989,383.7900085,5487300,383.7900085
05/03/2020,391.3999939,368.6400146,381,372.7799988,8747000,372.7799988
06/03/2020,371.3099976,356.8500061,367.7000122,368.9700012,8147200,368.9700012
09/03/2020,357.4700012,341.7200012,343.8599854,346.4899902,7405500,346.4899902
10/03/2020,364.5400085,347.8500061,356.4299927,364.1300049,7604400,364.1300049
11/03/2020,362.980011,344.7900085,358.9200134,349.9200134,6036000,349.9200134
12/03/2020,335.7200012,307.3200073,326.5,315.25,12071600,315.25
13/03/2020,336.4200134,307.3900146,330.5100098,336.2999878,9458200,336.2999878
16/03/2020,334.3500061,294.75,306.6300049,298.8399963,10559900,298.8399963
17/03/2020,322.8999939,290.25,306.1900024,319.75,10013900,319.75
18/03/2020,331.5799866,300,302.3999939,315.4700012,12593600,315.4700012
19/03/2020,348.5100098,316.8200073,324.3299866,332.0299988,10616000,332.0299988
20/03/2020,350.4899902,332,342.3099976,332.8299866,10853800,332.8299866
23/03/2020,366.1099854,340.8800049,347.8900146,360.269989,13449400,360.269989
24/03/2020,372.9299927,353.0299988,369.9899902,357.3200073,11638700,357.3200073
25/03/2020,362,339.1700134,361.019989,342.3900146,8767200,342.3900146
26/03/2020,363.8399963,341.730011,344,362.9899902,7229600,362.9899902
27/03/2020,368.5599976,353,359.0899963,357.1199951,7948800,357.1199951
30/03/2020,377.7999878,361.1700134,363,370.9599915,8622000,370.9599915
31/03/2020,383.0100098,366.4400024,367.9299927,375.5,9366500,375.5
01/04/2020,380.230011,361.019989,376.0499878,364.0799866,6672500,364.0799866
02/04/2020,370.9899902,360.0599976,364.0799866,370.0799866,4592500,370.0799866
03/04/2020,370.8999939,357.5100098,367.4700012,361.7600098,4860800,361.7600098
06/04/2020,380.2900085,361.7099915,365.2200012,379.9599915,8183900,379.9599915
07/04/2020,381.3299866,369.3399963,380,372.2799988,7046400,372.2799988
08/04/2020,378.3900146,368.3099976,374.0100098,371.1199951,6908900,371.1199951
09/04/2020,372.1000061,363.0299988,371.0599976,370.7200012,7711300,370.7200012
13/04/2020,400.5100098,367.7000122,371.3099976,396.7200012,11692900,396.7200012
14/04/2020,417.8200073,394.8500061,397.5,413.5499878,11581000,413.5499878
15/04/2020,434.980011,412.25,413,426.75,13561200,426.75
16/04/2020,449.519989,431.6099854,437,439.1700134,16128700,439.1700134
17/04/2020,432,414.7000122,431,422.9599915,12616300,422.9599915
20/04/2020,444.4899902,430.5599976,435.1700134,437.4899902,12655800,437.4899902
21/04/2020,447,425.6000061,444.769989,433.8299866,23177600,433.8299866
22/04/2020,433,413,429.730011,421.4200134,21084800,421.4200134
23/04/2020,438.4100037,419.2600098,419.2600098,426.7000122,13952300,426.7000122
24/04/2020,427.1700134,415.8800049,425,424.9899902,8658900,424.9899902
27/04/2020,429,420.8399963,425,421.3800049,6277500,421.3800049
28/04/2020,421,402.9100037,419.9899902,403.8299866,10101200,403.8299866
29/04/2020,415.8599854,393.6000061,399.5299988,411.8900146,9693100,411.8900146
30/04/2020,424.4400024,408,410.3099976,419.8500061,7954000,419.8500061
01/05/2020,427.9700012,411.730011,415.1000061,415.269989,8299900,415.269989
04/05/2020,428.5400085,414.8699951,417.7799988,428.1499939,7799100,428.1499939
05/05/2020,431,421.5599976,427.5599976,424.6799927,6286300,424.6799927
06/05/2020,439.769989,426.3900146,429.2999878,434.2600098,6660700,434.2600098
07/05/2020,438.8800049,430.6600037,436.8900146,436.5299988,5641900,436.5299988
08/05/2020,442,433.6400146,434.1400146,435.5499878,5049300,435.5499878
11/05/2020,444.8900146,435.5599976,436.3299866,440.519989,5486000,440.519989
12/05/2020,444.1700134,431.3599854,442,431.8200073,4598200,431.8200073
13/05/2020,447,427.269989,435.6900024,438.269989,7014600,438.269989
14/05/2020,452.3800049,432.8200073,444.8999939,441.9500122,9007500,441.9500122
15/05/2020,455,437.5100098,440.7000122,454.1900024,7244000,454.1900024
18/05/2020,456.3599854,443.3500061,451.1600037,452.5799866,7773500,452.5799866
19/05/2020,458.9700012,450.4700012,453.3999939,451.0400085,4810500,451.0400085
20/05/2020,455.8099976,444,454.25,447.6700134,5607300,447.6700134
21/05/2020,448.9599915,430.25,448.5599976,436.25,9117300,436.25
22/05/2020,439.0899963,427.1799927,437,429.3200073,5422300,429.3200073
26/05/2020,428.5,413.1400146,427.769989,414.769989,7881100,414.769989
27/05/2020,420.019989,397.8599854,410.3800049,419.8900146,10446300,419.8900146
28/05/2020,422.3699951,411.5,417.2399902,413.4400024,5655100,413.4400024
29/05/2020,420.2999878,411.8500061,417.4599915,419.730011,5254900,419.730011
01/06/2020,426.7200012,415.980011,418.8299866,425.9200134,3743700,425.9200134
02/06/2020,427.5899963,419.4599915,425.8699951,427.3099976,3494800,427.3099976
03/06/2020,427.1000061,418.0499878,426.9500122,421.9700012,4316000,421.9700012
04/06/2020,428.7099915,410.0299988,422.3900146,414.3299866,5410500,414.3299866
05/06/2020,420.2399902,404.25,407.2900085,419.6000061,5099600,419.6000061
08/06/2020,420.7999878,406.5,416,419.4899902,5851500,419.4899902
09/06/2020,434.730011,420.3099976,421.6499939,434.0499878,6797000,434.0499878
10/06/2020,439.6900024,430.5499878,436,434.480011,4896900,434.480011
11/06/2020,445.5700073,424.1600037,428.2000122,425.5599976,7462900,425.5599976
12/06/2020,434.0599976,412.4500122,429,418.0700073,6461100,418.0700073
15/06/2020,426.4899902,415.4200134,421.3999939,425.5,4467900,425.5
16/06/2020,437.9599915,425.1799927,425.7600098,436.1300049,5507900,436.1300049
17/06/2020,450.4599915,439.2200012,441.8200073,447.769989,6529600,447.769989
18/06/2020,452.7600098,442.7999878,448.730011,449.8699951,4277600,449.8699951
19/06/2020,453.9700012,445.6000061,449.1199951,453.7200012,5934500,453.7200012
22/06/2020,468.5899963,454.2099915,455.0100098,468.0400085,6272100,468.0400085
23/06/2020,474.0100098,464.5,466.5,466.2600098,5948400,466.2600098
24/06/2020,472.3599854,454,468.5400085,457.8500061,4826200,457.8500061
25/06/2020,467.0100098,454,458.8599854,465.9100037,4134500,465.9100037
26/06/2020,468.0299988,442.2399902,466.3900146,443.3999939,6804700,443.3999939
29/06/2020,447.6700134,432.1400146,445.230011,447.2399902,4844000,447.2399902
30/06/2020,457.5899963,447,450.019989,455.0400085,4198500,455.0400085
01/07/2020,488.230011,454,454,485.6400146,9705900,485.6400146
02/07/2020,492.2799988,475.5299988,485.6400146,476.8900146,6351500,476.8900146
06/07/2020,499.5,479.7999878,480.769989,493.8099976,7839000,493.8099976
07/07/2020,504.8200073,490.8299866,497.3099976,493.1600037,5669900,493.1600037
08/07/2020,505.1000061,493.8099976,498.5799866,502.7799988,5691700,502.7799988
09/07/2020,510,495.7799988,508.3999939,507.7600098,5840500,507.7600098
10/07/2020,555.8800049,511.2799988,519.7299805,548.7299805,21605600,548.7299805
13/07/2020,575.3699951,520.960022,567.9799805,525.5,18399000,525.5
14/07/2020,525.5,490.4899902,517.0800171,524.8800049,15083300,524.8800049
15/07/2020,529,510.1799927,516.2999878,523.2600098,10066700,523.2600098
16/07/2020,535.539978,504.3599854,526.4799805,527.3900146,24499000,527.3900146
17/07/2020,503.5899963,484.1400146,494.8699951,492.9899902,24991400,492.9899902
20/07/2020,504.5,484.2000122,489.1400146,502.4100037,11940300,502.4100037
21/07/2020,506.2200012,488.6099854,506,490.1000061,9113700,490.1000061
22/07/2020,497.2000122,487.2000122,492.1900024,489.8200073,6954100,489.8200073
23/07/2020,491.8999939,472.019989,491.1300049,477.5799866,7722000,477.5799866
24/07/2020,487.1700134,467.5400085,468.769989,480.4500122,7746200,480.4500122
27/07/2020,496.9200134,482.3099976,484.5100098,495.6499939,7863100,495.6499939
28/07/2020,497.7900085,487.7600098,496.019989,488.5100098,5986700,488.5100098
29/07/2020,494.9200134,484.1300049,492.25,484.480011,6611800,484.480011
30/07/2020,488.3500061,477.5100098,480.7099915,485.7999878,6608600,485.7999878
31/07/2020,494.7999878,484.5,488.2900085,488.8800049,5916300,488.8800049
03/08/2020,503.0899963,490.230011,490.8599854,498.6199951,5873100,498.6199951
04/08/2020,510.4400024,498.6499939,498.6499939,509.6400146,5608000,509.6400146
05/08/2020,510.1000061,501.2000122,508.6799927,502.1099854,4308200,502.1099854
06/08/2020,510.8200073,498.7000122,504.1099854,509.0799866,3725900,509.0799866
07/08/2020,508.2900085,486.6799927,505.4500122,494.730011,5910300,494.730011
10/08/2020,497.4599915,478.6300049,493.3500061,483.3800049,4691200,483.3800049
11/08/2020,480.9200134,466.5499878,479.75,466.9299927,7329200,466.9299927
12/08/2020,482.4899902,470.1799927,471.3399963,475.4700012,5439200,475.4700012
13/08/2020,484.4500122,476.4500122,478.3999939,481.3299866,3008900,481.3299866
14/08/2020,488.3299866,480.2099915,482.8200073,482.6799927,2943500,482.6799927
17/08/2020,486.2399902,479.1000061,484.1900024,482.3500061,2423500,482.3500061
18/08/2020,495.2999878,482.7999878,484.3500061,491.8699951,3505500,491.8699951
19/08/2020,494.5,483.5,493.9299927,484.5299988,3156200,484.5299988
20/08/2020,498.9400024,483.8900146,484.6900024,497.8999939,5132500,497.8999939
21/08/2020,498.1300049,490,496.4599915,492.3099976,3921300,492.3099976
24/08/2020,501,483.1600037,495.4400024,488.8099976,4762200,488.8099976
25/08/2020,492.4700012,485.0899963,488.1900024,490.5799866,5727700,490.5799866
26/08/2020,549.039978,492.0799866,492.5,547.5300293,20373700,547.5300293
27/08/2020,541,521.25,537.7800293,526.2700195,9062900,526.2700195
28/08/2020,539,522,532,523.8900146,4417500,523.8900146
31/08/2020,531.9899902,517.5800171,521.1599731,529.5599976,4941400,529.5599976
01/09/2020,557.3900146,532.4500122,532.5999756,556.5499878,9572700,556.5499878
02/09/2020,556.5,537.3699951,553.7800293,552.8400269,5886900,552.8400269
03/09/2020,554,521.3200073,545,525.75,9071100,525.75
04/09/2020,527.3599854,485.980011,520.1799927,516.0499878,8270100,516.0499878
08/09/2020,522,495,498.3999939,507.019989,5572700,507.019989
09/09/2020,520,492.5700073,519.210022,500.1900024,6848100,500.1900024
10/09/2020,506.2900085,478.8399963,503.3500061,480.6700134,6240200,480.6700134
11/09/2020,493.730011,476.8099976,486.4899902,482.0299988,5035200,482.0299988
14/09/2020,488.9899902,471.2999878,480.6199951,476.2600098,7359100,476.2600098
15/09/2020,497.4700012,481.6300049,484,495.9899902,5337000,495.9899902
16/09/2020,504.6600037,483.3099976,499.9899902,483.8599854,4394900,483.8599854
17/09/2020,478.3999939,463.269989,475.1600037,470.2000122,5379300,470.2000122
18/09/2020,479.3999939,458.6000061,472.5100098,469.9599915,6717700,469.9599915
21/09/2020,487.7799988,466.3200073,467.6900024,487.3500061,5457500,487.3500061
22/09/2020,491.8200073,479.2600098,489.0100098,491.1700134,3482300,491.1700134
23/09/2020,491.0400085,469,491.0400085,470.6099854,3726400,470.6099854
24/09/2020,477,467.8200073,470.5299988,473.0799866,3727200,473.0799866
25/09/2020,484.8699951,468.0299988,474.3900146,482.8800049,3769400,482.8800049
28/09/2020,492,477.8800049,489.1099854,490.6499939,4773500,490.6499939
29/09/2020,496.2900085,486.5299988,489.5,493.480011,3541500,493.480011
30/09/2020,504.6300049,489.269989,492.5700073,500.0299988,4634100,500.0299988
01/10/2020,529.5499878,503.6000061,506.0299988,527.5100098,8153700,527.5100098
02/10/2020,526.3699951,502.7000122,516.4299927,503.0599976,6071200,503.0599976
05/10/2020,520.9899902,501.7000122,506.7999878,520.6500244,4088100,520.6500244
06/10/2020,521.8200073,504.1600037,518.7199707,505.8699951,4199000,505.8699951
07/10/2020,536.4899902,515.8200073,518,534.6599731,7988700,534.6599731
08/10/2020,535,524.1500244,533.4799805,531.789978,5386500,531.789978
09/10/2020,544.2800293,535,537.8300171,539.4400024,4781300,539.4400024
12/10/2020,551.8099976,538.2399902,548.8099976,539.8099976,5391100,539.8099976
13/10/2020,557.6500244,537.2000122,540.5599976,554.0900269,5602500,554.0900269
14/10/2020,572.4899902,541,562.6099854,541.4500122,9499000,541.4500122
15/10/2020,551.2199707,535.0999756,545.5200195,541.9400024,5113100,541.9400024
16/10/2020,554.3300171,530.0300293,549.5,530.789978,6347400,530.789978
19/10/2020,541.7999878,525.3800049,537.0700073,530.7199707,7567500,530.7199707
20/10/2020,533.7800293,522.2600098,528.1400146,525.4199829,10047200,525.4199829
21/10/2020,506.8500061,488.25,501.0299988,489.0499878,17405700,489.0499878
22/10/2020,495.1400146,482,494.6900024,485.230011,6997900,485.230011
23/10/2020,490.0599976,481.3500061,488.1099854,488.2799988,4927900,488.2799988
26/10/2020,496.8200073,478.8999939,487.0299988,488.2399902,6186100,488.2399902
27/10/2020,490.4899902,482.9299927,490.0100098,488.9299927,3627200,488.9299927
28/10/2020,494,483.2799988,486.3599854,486.2399902,5992700,486.2399902
29/10/2020,513.9000244,479.3399963,488.5,504.2099915,11120700,504.2099915
30/10/2020,505.8800049,472.2099915,502.0100098,475.7399902,7807900,475.7399902
02/11/2020,486.2999878,475,478.8699951,484.1199951,4408200,484.1199951
03/11/2020,495.3099976,478.7600098,484.9299927,487.2200012,3690200,487.2200012
04/11/2020,507.730011,493.980011,495.3599854,496.9500122,5137300,496.9500122
05/11/2020,518.7299805,503.4500122,506.5599976,513.7600098,5372800,513.7600098
06/11/2020,515.210022,502.5100098,515,514.7299805,4236300,514.7299805
09/11/2020,495.8500061,467.2600098,485.5400085,470.5,10419700,470.5
10/11/2020,484.6000061,463.4100037,470.9500122,480.2399902,8306100,480.2399902
11/11/2020,491.6799927,478.2600098,483,490.7600098,5460500,490.7600098
12/11/2020,496.519989,480.4299927,491,486.769989,5063700,486.769989
13/11/2020,488.9400024,477.7999878,486.769989,482.8399963,3002700,482.8399963
16/11/2020,485.5799866,477.2999878,480,479.1000061,3953600,479.1000061
17/11/2020,487.5100098,478.8500061,480.1199951,480.6300049,3698100,480.6300049
18/11/2020,488.6099854,477.7200012,481.9500122,481.7900085,3629200,481.7900085
19/11/2020,487.7999878,480.4700012,482,484.6700134,2254700,484.6700134
20/11/2020,494.7600098,481.5700073,485.2200012,488.2399902,4253400,488.2399902
23/11/2020,491.1499939,475.8399963,490.4599915,476.6199951,5416600,476.6199951
24/11/2020,484.0499878,475.8900146,478.8399963,482.8800049,3550500,482.8800049
25/11/2020,486.8999939,478.9200134,485.1300049,485,3598600,485
27/11/2020,493.25,481.8500061,486.5799866,491.3599854,2805800,491.3599854
30/11/2020,492.5499878,481.269989,490.0799866,490.7000122,3530900,490.7000122
01/12/2020,509.4700012,491.980011,492.3399963,504.5799866,5052700,504.5799866
02/12/2020,506.7999878,493.5,501.6199951,503.3800049,3028400,503.3800049
03/12/2020,508.769989,496.0400085,502.9899902,497.519989,2826100,497.519989
04/12/2020,504.5,493.6400146,497.5,498.3099976,3666200,498.3099976
07/12/2020,517.7600098,497.769989,500.0100098,515.7800293,4289300,515.7800293
08/12/2020,521.4899902,505.5499878,517.9000244,512.6599731,4229000,512.6599731
09/12/2020,514.5,491.2900085,510.5299988,493.6000061,4178800,493.6000061
10/12/2020,503.769989,492.9100037,494.5599976,501.0899963,3018200,501.0899963
11/12/2020,503.3399963,494.8500061,495,503.2200012,3210900,503.2200012
14/12/2020,524.1599731,501.1799927,505.4400024,522.4199829,5770400,522.4199829
15/12/2020,524.7000122,513.5599976,518.5,519.7800293,3394900,519.7800293
16/12/2020,527.3800049,517.6900024,520.1099854,524.8300171,3682400,524.8300171
17/12/2020,535.4899902,526.4400024,529,532.9000244,3193400,532.9000244
18/12/2020,536.3699951,526.0200195,533.2000122,534.4500122,4502700,534.4500122
21/12/2020,532.6199951,521.1500244,530.0499878,528.9099731,3894000,528.9099731
22/12/2020,530.4000244,520.5,527.6900024,527.3300171,1906600,527.3300171
23/12/2020,526.3200073,514.2000122,524.7600098,514.4799805,2393200,514.4799805
24/12/2020,519.3499756,512.210022,515.1199951,513.9699707,1144000,513.9699707
28/12/2020,523.6599731,507.1300049,516.4299927,519.1199951,2891900,519.1199951
29/12/2020,536.5499878,515.4799805,519.9000244,530.8699951,4022400,530.8699951
30/12/2020,533.2600098,523.6900024,530.1300049,524.5900269,1876300,524.5900269
